,OrderID,CustomerID,Product,Category,Quantity,UnitPrice,OrderDate,PaymentMethod,City,DeliveryStatus,ReturnFlag,TotalRevenue,HighOrder,CityGroup
498,O1909,C908,Tablet,Electronics,1.0,82000.0,2025-11-27,Credit Card,Islamabad,Returned,1.0,82000.0,1,Tier2
499,O1910,C909,Phone,Electronics,1.0,50500.0,2025-11-28,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
500,O1911,C910,Laptop,Electronics,1.0,121000.0,2025-11-29,Card,Lahore,Delivered,0.0,121000.0,1,Tier2
501,O1912,C911,Headphones,Electronics,2.0,3900.0,2025-11-30,Cash,Karachi,Delivered,0.0,7800.0,0,Tier1
502,O1913,C912,Shirt,Fashion,3.0,2150.0,2025-12-01,Card,Lahore,Returned,1.0,6450.0,0,Tier2
503,O1914,C913,Shoes,Fashion,1.0,5900.0,2025-12-02,Cash,Islamabad,Delivered,0.0,5900.0,0,Tier2
504,O1915,C914,Watch,Fashion,2.0,15300.0,2025-12-03,Card,Karachi,Delivered,0.0,30600.0,0,Tier1
505,O1916,C915,Tablet,Electronics,1.0,80500.0,2025-12-04,Credit Card,Lahore,Delivered,0.0,80500.0,1,Tier2
506,O1917,C916,Phone,Electronics,1.0,51200.0,2025-12-05,Cash,Karachi,Delivered,0.0,51200.0,1,Tier1
507,O1918,C917,Laptop,Electronics,1.0,119000.0,2025-12-06,Card,Lahore,Delivered,0.0,119000.0,1,Tier2
508,O1919,C918,Headphones,Electronics,2.0,3750.0,2025-12-07,Cash,Karachi,Delivered,0.0,7500.0,0,Tier1
509,O1920,C919,Shirt,Fashion,4.0,2200.0,2025-12-08,Card,Lahore,Returned,1.0,8800.0,0,Tier2
510,O1921,C920,Shoes,Fashion,1.0,5800.0,2025-12-09,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
511,O1922,C921,Watch,Fashion,2.0,15000.0,2025-12-10,Card,Karachi,Delivered,0.0,30000.0,0,Tier1
512,O1923,C922,Tablet,Electronics,1.0,82500.0,2025-12-11,Credit Card,Lahore,Delivered,0.0,82500.0,1,Tier2
513,O1924,C923,Phone,Electronics,1.0,50800.0,2025-12-12,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
514,O1925,C924,Laptop,Electronics,1.0,121500.0,2025-12-13,Card,Lahore,Delivered,0.0,121500.0,1,Tier2
515,O1926,C925,Headphones,Electronics,2.0,3950.0,2025-12-14,Cash,Karachi,Delivered,0.0,7900.0,0,Tier1
516,O1927,C926,Shirt,Fashion,3.0,2100.0,2025-12-15,Card,Lahore,Returned,1.0,6300.0,0,Tier2
517,O1928,C927,Shoes,Fashion,2.0,5600.0,2025-12-16,Cash,Islamabad,Delivered,0.0,11200.0,0,Tier2
518,O1929,C928,Watch,Fashion,1.0,15200.0,2025-12-17,Card,Karachi,Delivered,0.0,15200.0,0,Tier1
519,O1930,C929,Tablet,Electronics,1.0,80000.0,2025-12-18,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
520,O1931,C930,Phone,Electronics,1.0,50000.0,2025-12-19,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
521,O1932,C931,Laptop,Electronics,1.0,122000.0,2025-12-20,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
522,O1933,C932,Headphones,Electronics,2.0,3700.0,2025-12-21,Cash,Islamabad,Returned,1.0,7400.0,0,Tier2
523,O1934,C933,Shirt,Fashion,4.0,2050.0,2025-12-22,Card,Karachi,Delivered,0.0,8200.0,0,Tier1
524,O1935,C934,Shoes,Fashion,1.0,5900.0,2025-12-23,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
525,O1936,C935,Watch,Fashion,2.0,15100.0,2025-12-24,Card,Karachi,Delivered,0.0,30200.0,0,Tier1
526,O1937,C936,Tablet,Electronics,1.0,81000.0,2025-12-25,Credit Card,Islamabad,Returned,1.0,81000.0,1,Tier2
527,O1938,C937,Phone,Electronics,1.0,51000.0,2025-12-26,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
528,O1939,C938,Laptop,Electronics,1.0,120500.0,2025-12-27,Card,Lahore,Delivered,0.0,120500.0,1,Tier2
529,O1940,C939,Headphones,Electronics,2.0,3850.0,2025-12-28,Cash,Karachi,Delivered,0.0,7700.0,0,Tier1
530,O1941,C940,Shirt,Fashion,3.0,2150.0,2025-12-29,Card,Lahore,Returned,1.0,6450.0,0,Tier2
531,O1942,C941,Shoes,Fashion,1.0,5800.0,2025-12-30,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
532,O1943,C942,Watch,Fashion,2.0,15350.0,2025-12-31,Card,Karachi,Delivered,0.0,30700.0,0,Tier1
533,O1944,C943,Tablet,Electronics,1.0,82000.0,2026-01-01,Credit Card,Lahore,Delivered,0.0,82000.0,1,Tier2
534,O1945,C944,Phone,Electronics,1.0,50500.0,2026-01-02,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
535,O1946,C945,Laptop,Electronics,1.0,119500.0,2026-01-03,Card,Lahore,Delivered,0.0,119500.0,1,Tier2
536,O1947,C946,Headphones,Electronics,2.0,3900.0,2026-01-04,Cash,Karachi,Delivered,0.0,7800.0,0,Tier1
537,O1948,C947,Shirt,Fashion,4.0,2100.0,2026-01-05,Card,Lahore,Returned,1.0,8400.0,0,Tier2
538,O1949,C948,Shoes,Fashion,1.0,5900.0,2026-01-06,Cash,Islamabad,Delivered,0.0,5900.0,0,Tier2
539,O1950,C949,Watch,Fashion,2.0,15200.0,2026-01-07,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
540,O1951,C950,Tablet,Electronics,1.0,80000.0,2026-01-08,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
541,O1952,C951,Phone,Electronics,1.0,50000.0,2026-01-09,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
542,O1953,C952,Laptop,Electronics,1.0,121000.0,2026-01-10,Card,Lahore,Delivered,0.0,121000.0,1,Tier2
543,O1954,C953,Headphones,Electronics,2.0,3750.0,2026-01-11,Cash,Karachi,Delivered,0.0,7500.0,0,Tier1
544,O1955,C954,Shirt,Fashion,3.0,2200.0,2026-01-12,Card,Lahore,Returned,1.0,6600.0,0,Tier2
545,O1956,C955,Shoes,Fashion,2.0,5600.0,2026-01-13,Cash,Islamabad,Delivered,0.0,11200.0,0,Tier2
546,O1957,C956,Watch,Fashion,1.0,15000.0,2026-01-14,Card,Karachi,Delivered,0.0,15000.0,0,Tier1
547,O1958,C957,Tablet,Electronics,1.0,81500.0,2026-01-15,Credit Card,Lahore,Delivered,0.0,81500.0,1,Tier2
548,O1959,C958,Phone,Electronics,1.0,50800.0,2026-01-16,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
549,O1960,C959,Laptop,Electronics,1.0,120000.0,2026-01-17,Card,Lahore,Delivered,0.0,120000.0,1,Tier2
550,O1961,C960,Headphones,Electronics,2.0,3800.0,2026-01-18,Cash,Karachi,Delivered,0.0,7600.0,0,Tier1
551,O1962,C961,Shirt,Fashion,4.0,2100.0,2026-01-19,Card,Lahore,Returned,1.0,8400.0,0,Tier2
552,O1963,C962,Shoes,Fashion,1.0,5800.0,2026-01-20,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
553,O1964,C963,Watch,Fashion,2.0,15100.0,2026-01-21,Card,Karachi,Delivered,0.0,30200.0,0,Tier1
554,O1965,C964,Tablet,Electronics,1.0,82500.0,2026-01-22,Credit Card,Lahore,Delivered,0.0,82500.0,1,Tier2
555,O1966,C965,Phone,Electronics,1.0,51000.0,2026-01-23,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
556,O1967,C966,Laptop,Electronics,1.0,119000.0,2026-01-24,Card,Lahore,Delivered,0.0,119000.0,1,Tier2
557,O1968,C967,Headphones,Electronics,2.0,3950.0,2026-01-25,Cash,Karachi,Delivered,0.0,7900.0,0,Tier1
558,O1969,C968,Shirt,Fashion,3.0,2150.0,2026-01-26,Card,Lahore,Returned,1.0,6450.0,0,Tier2
559,O1970,C969,Shoes,Fashion,1.0,5900.0,2026-01-27,Cash,Islamabad,Delivered,0.0,5900.0,0,Tier2
560,O1971,C970,Watch,Fashion,2.0,15200.0,2026-01-28,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
561,O1972,C971,Tablet,Electronics,1.0,80000.0,2026-01-29,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
562,O1973,C972,Phone,Electronics,1.0,50500.0,2026-01-30,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
563,O1974,C973,Laptop,Electronics,1.0,121500.0,2026-01-31,Card,Lahore,Delivered,0.0,121500.0,1,Tier2
564,O1975,C974,Headphones,Electronics,2.0,3900.0,2026-02-01,Cash,Karachi,Delivered,0.0,7800.0,0,Tier1
565,O1976,C975,Shirt,Fashion,4.0,2100.0,2026-02-02,Card,Lahore,Returned,1.0,8400.0,0,Tier2
566,O1977,C976,Shoes,Fashion,1.0,5800.0,2026-02-03,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
567,O1978,C977,Watch,Fashion,2.0,15350.0,2026-02-04,Card,Karachi,Delivered,0.0,30700.0,0,Tier1
568,O1979,C978,Tablet,Electronics,1.0,82000.0,2026-02-05,Credit Card,Lahore,Delivered,0.0,82000.0,1,Tier2
569,O1980,C979,Phone,Electronics,1.0,50000.0,2026-02-06,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
570,O1981,C980,Laptop,Electronics,1.0,122000.0,2026-02-07,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
571,O1982,C981,Headphones,Electronics,2.0,3750.0,2026-02-08,Cash,Karachi,Delivered,0.0,7500.0,0,Tier1
572,O1983,C982,Shirt,Fashion,3.0,2200.0,2026-02-09,Card,Lahore,Returned,1.0,6600.0,0,Tier2
573,O1984,C983,Shoes,Fashion,2.0,5600.0,2026-02-10,Cash,Islamabad,Delivered,0.0,11200.0,0,Tier2
574,O1985,C984,Watch,Fashion,1.0,15000.0,2026-02-11,Card,Karachi,Delivered,0.0,15000.0,0,Tier1
575,O1986,C985,Tablet,Electronics,1.0,81500.0,2026-02-12,Credit Card,Lahore,Delivered,0.0,81500.0,1,Tier2
576,O1987,C986,Phone,Electronics,1.0,50800.0,2026-02-13,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
577,O1988,C987,Laptop,Electronics,1.0,120500.0,2026-02-14,Card,Lahore,Delivered,0.0,120500.0,1,Tier2
578,O1989,C988,Headphones,Electronics,2.0,3800.0,2026-02-15,Cash,Karachi,Delivered,0.0,7600.0,0,Tier1
579,O1990,C989,Shirt,Fashion,4.0,2100.0,2026-02-16,Card,Lahore,Returned,1.0,8400.0,0,Tier2
580,O1991,C990,Shoes,Fashion,1.0,5800.0,2026-02-17,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
581,O1992,C991,Watch,Fashion,2.0,15100.0,2026-02-18,Card,Karachi,Delivered,0.0,30200.0,0,Tier1
582,O1993,C992,Tablet,Electronics,1.0,82500.0,2026-02-19,Credit Card,Lahore,Delivered,0.0,82500.0,1,Tier2
583,O1994,C993,Phone,Electronics,1.0,51000.0,2026-02-20,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
584,O1995,C994,Laptop,Electronics,1.0,119500.0,2026-02-21,Card,Lahore,Delivered,0.0,119500.0,1,Tier2
585,O1996,C995,Headphones,Electronics,2.0,3950.0,2026-02-22,Cash,Karachi,Delivered,0.0,7900.0,0,Tier1
586,O1997,C996,Shirt,Fashion,3.0,2150.0,2026-02-23,Card,Lahore,Returned,1.0,6450.0,0,Tier2
587,O1998,C997,Shoes,Fashion,1.0,5900.0,2026-02-24,Cash,Islamabad,Delivered,0.0,5900.0,0,Tier2
588,O1999,C998,Watch,Fashion,2.0,15200.0,2026-02-25,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
589,O2000,C999,Tablet,Electronics,1.0,80000.0,2026-02-26,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
590,O2001,C1000,Phone,Electronics,1.0,50500.0,2026-02-27,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
591,O2002,C1001,Laptop,Electronics,1.0,121000.0,2026-02-28,Card,Lahore,Delivered,0.0,121000.0,1,Tier2
592,O2003,C1002,Headphones,Electronics,2.0,3900.0,2026-03-01,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
593,O2004,C1003,Shirt,Fashion,4.0,2100.0,2026-03-02,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
594,O2005,C1004,Shoes,Fashion,1.0,5800.0,2026-03-03,Cash,Lahore,Delivered,0.0,5800.0,0,Tier2
595,O2006,C1005,Watch,Fashion,2.0,15200.0,2026-03-04,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
596,O2007,C1006,Tablet,Electronics,1.0,82000.0,2026-03-05,Credit Card,Lahore,Delivered,0.0,82000.0,1,Tier2
597,O2008,C1007,Phone,Electronics,1.0,51000.0,2026-03-06,Cash,Islamabad,Delivered,0.0,51000.0,1,Tier2
598,O2009,C1008,Laptop,Electronics,1.0,119500.0,2026-03-07,Card,Karachi,Delivered,0.0,119500.0,1,Tier1
599,O2010,C1009,Headphones,Electronics,2.0,3800.0,2026-03-08,Cash,Lahore,Returned,1.0,7600.0,0,Tier2
600,O2011,C1010,Shirt,Fashion,3.0,2150.0,2026-03-09,Card,Karachi,Delivered,0.0,6450.0,0,Tier1
601,O2012,C1011,Shoes,Fashion,2.0,5600.0,2026-03-10,Cash,Lahore,Delivered,0.0,11200.0,0,Tier2
602,O2013,C1012,Watch,Fashion,1.0,15000.0,2026-03-11,Card,Islamabad,Delivered,0.0,15000.0,0,Tier2
603,O2014,C1013,Tablet,Electronics,1.0,80000.0,2026-03-12,Credit Card,Karachi,Delivered,0.0,80000.0,1,Tier1
604,O2015,C1014,Phone,Electronics,1.0,50000.0,2026-03-13,Cash,Lahore,Delivered,0.0,50000.0,0,Tier2
605,O2016,C1015,Laptop,Electronics,1.0,122000.0,2026-03-14,Card,Karachi,Delivered,0.0,122000.0,1,Tier1
606,O2017,C1016,Headphones,Electronics,2.0,3950.0,2026-03-15,Cash,Islamabad,Returned,1.0,7900.0,0,Tier2
607,O2018,C1017,Shirt,Fashion,4.0,2050.0,2026-03-16,Card,Lahore,Delivered,0.0,8200.0,0,Tier2
608,O2019,C1018,Shoes,Fashion,1.0,5900.0,2026-03-17,Cash,Karachi,Delivered,0.0,5900.0,0,Tier1
609,O2020,C1019,Watch,Fashion,2.0,15300.0,2026-03-18,Card,Lahore,Delivered,0.0,30600.0,0,Tier2
610,O2021,C1020,Tablet,Electronics,1.0,81500.0,2026-03-19,Credit Card,Karachi,Delivered,0.0,81500.0,1,Tier1
611,O2022,C1021,Phone,Electronics,1.0,50800.0,2026-03-20,Cash,Lahore,Delivered,0.0,50800.0,1,Tier2
612,O2023,C1022,Laptop,Electronics,1.0,120500.0,2026-03-21,Card,Islamabad,Delivered,0.0,120500.0,1,Tier2
613,O2024,C1023,Headphones,Electronics,2.0,3700.0,2026-03-22,Cash,Karachi,Returned,1.0,7400.0,0,Tier1
614,O2025,C1024,Shirt,Fashion,3.0,2200.0,2026-03-23,Card,Lahore,Delivered,0.0,6600.0,0,Tier2
615,O2026,C1025,Shoes,Fashion,2.0,5700.0,2026-03-24,Cash,Karachi,Delivered,0.0,11400.0,0,Tier1
616,O2027,C1026,Watch,Fashion,1.0,15100.0,2026-03-25,Card,Islamabad,Delivered,0.0,15100.0,0,Tier2
617,O2028,C1027,Tablet,Electronics,1.0,82500.0,2026-03-26,Credit Card,Lahore,Delivered,0.0,82500.0,1,Tier2
618,O2029,C1028,Phone,Electronics,1.0,51200.0,2026-03-27,Cash,Karachi,Delivered,0.0,51200.0,1,Tier1
619,O2030,C1029,Laptop,Electronics,1.0,119000.0,2026-03-28,Card,Lahore,Delivered,0.0,119000.0,1,Tier2
620,O2031,C1030,Headphones,Electronics,2.0,3850.0,2026-03-29,Cash,Islamabad,Returned,1.0,7700.0,0,Tier2
621,O2032,C1031,Shirt,Fashion,4.0,2100.0,2026-03-30,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
622,O2033,C1032,Shoes,Fashion,1.0,5800.0,2026-03-31,Cash,Lahore,Delivered,0.0,5800.0,0,Tier2
623,O2034,C1033,Watch,Fashion,2.0,15250.0,2026-04-01,Card,Karachi,Delivered,0.0,30500.0,0,Tier1
624,O2035,C1034,Tablet,Electronics,1.0,80000.0,2026-04-02,Credit Card,Islamabad,Delivered,0.0,80000.0,1,Tier2
625,O2036,C1035,Phone,Electronics,1.0,50500.0,2026-04-03,Cash,Lahore,Delivered,0.0,50500.0,1,Tier2
626,O2037,C1036,Laptop,Electronics,1.0,121500.0,2026-04-04,Card,Karachi,Delivered,0.0,121500.0,1,Tier1
627,O2038,C1037,Headphones,Electronics,2.0,3900.0,2026-04-05,Cash,Lahore,Returned,1.0,7800.0,0,Tier2
628,O2039,C1038,Shirt,Fashion,3.0,2150.0,2026-04-06,Card,Islamabad,Delivered,0.0,6450.0,0,Tier2
629,O2040,C1039,Shoes,Fashion,1.0,5900.0,2026-04-07,Cash,Karachi,Delivered,0.0,5900.0,0,Tier1
630,O2041,C1040,Watch,Fashion,2.0,15000.0,2026-04-08,Card,Lahore,Delivered,0.0,30000.0,0,Tier2
631,O2042,C1041,Tablet,Electronics,1.0,81500.0,2026-04-09,Credit Card,Karachi,Delivered,0.0,81500.0,1,Tier1
632,O2043,C1042,Phone,Electronics,1.0,51000.0,2026-04-10,Cash,Islamabad,Delivered,0.0,51000.0,1,Tier2
633,O2044,C1043,Laptop,Electronics,1.0,120000.0,2026-04-11,Card,Lahore,Delivered,0.0,120000.0,1,Tier2
634,O2045,C1044,Headphones,Electronics,2.0,3750.0,2026-04-12,Cash,Karachi,Returned,1.0,7500.0,0,Tier1
635,O2046,C1045,Shirt,Fashion,4.0,2050.0,2026-04-13,Card,Lahore,Delivered,0.0,8200.0,0,Tier2
636,O2047,C1046,Shoes,Fashion,1.0,5800.0,2026-04-14,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
637,O2048,C1047,Watch,Fashion,2.0,15300.0,2026-04-15,Card,Karachi,Delivered,0.0,30600.0,0,Tier1
638,O2049,C1048,Tablet,Electronics,1.0,82000.0,2026-04-16,Credit Card,Lahore,Delivered,0.0,82000.0,1,Tier2
639,O2050,C1049,Phone,Electronics,1.0,50000.0,2026-04-17,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
640,O2051,C1050,Laptop,Electronics,1.0,121000.0,2026-04-18,Card,Islamabad,Delivered,0.0,121000.0,1,Tier2
641,O2052,C1051,Headphones,Electronics,2.0,3900.0,2026-04-19,Cash,Karachi,Returned,1.0,7800.0,0,Tier1
642,O2053,C1052,Shirt,Fashion,3.0,2100.0,2026-04-20,Card,Lahore,Delivered,0.0,6300.0,0,Tier2
643,O2054,C1053,Shoes,Fashion,1.0,5800.0,2026-04-21,Cash,Karachi,Delivered,0.0,5800.0,0,Tier1
644,O2055,C1054,Watch,Fashion,2.0,15200.0,2026-04-22,Card,Islamabad,Delivered,0.0,30400.0,0,Tier2
645,O2056,C1055,Tablet,Electronics,1.0,81500.0,2026-04-23,Credit Card,Lahore,Delivered,0.0,81500.0,1,Tier2
646,O2057,C1056,Phone,Electronics,1.0,50800.0,2026-04-24,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
647,O2058,C1057,Laptop,Electronics,1.0,119500.0,2026-04-25,Card,Lahore,Delivered,0.0,119500.0,1,Tier2
648,O2059,C1058,Headphones,Electronics,2.0,3800.0,2026-04-26,Cash,Karachi,Returned,1.0,7600.0,0,Tier1
649,O2060,C1059,Shirt,Fashion,4.0,2150.0,2026-04-27,Card,Islamabad,Delivered,0.0,8600.0,0,Tier2
650,O2061,C1060,Shoes,Fashion,2.0,5600.0,2026-04-28,Cash,Lahore,Delivered,0.0,11200.0,0,Tier2
651,O2062,C1061,Watch,Fashion,1.0,15000.0,2026-04-29,Card,Karachi,Delivered,0.0,15000.0,0,Tier1
652,O2063,C1062,Tablet,Electronics,1.0,80000.0,2026-04-30,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
653,O2064,C1063,Phone,Electronics,1.0,50500.0,2026-05-01,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
654,O2065,C1064,Laptop,Electronics,1.0,122000.0,2026-05-02,Card,Islamabad,Delivered,0.0,122000.0,1,Tier2
655,O2066,C1065,Headphones,Electronics,2.0,3950.0,2026-05-03,Cash,Lahore,Returned,1.0,7900.0,0,Tier2
656,O2067,C1066,Shirt,Fashion,3.0,2200.0,2026-05-04,Card,Karachi,Delivered,0.0,6600.0,0,Tier1
657,O2068,C1067,Shoes,Fashion,1.0,5900.0,2026-05-05,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
658,O2069,C1068,Watch,Fashion,2.0,15300.0,2026-05-06,Card,Karachi,Delivered,0.0,30600.0,0,Tier1
659,O2070,C1069,Tablet,Electronics,1.0,82500.0,2026-05-07,Credit Card,Islamabad,Delivered,0.0,82500.0,1,Tier2
660,O2071,C1070,Phone,Electronics,1.0,51000.0,2026-05-08,Cash,Lahore,Delivered,0.0,51000.0,1,Tier2
661,O2072,C1071,Laptop,Electronics,1.0,120000.0,2026-05-09,Card,Karachi,Delivered,0.0,120000.0,1,Tier1
662,O2073,C1072,Headphones,Electronics,2.0,3750.0,2026-05-10,Cash,Islamabad,Returned,1.0,7500.0,0,Tier2
663,O2074,C1073,Shirt,Fashion,4.0,2050.0,2026-05-11,Card,Lahore,Delivered,0.0,8200.0,0,Tier2
664,O2075,C1074,Shoes,Fashion,1.0,5800.0,2026-05-12,Cash,Karachi,Delivered,0.0,5800.0,0,Tier1
665,O2076,C1075,Watch,Fashion,2.0,15100.0,2026-05-13,Card,Lahore,Delivered,0.0,30200.0,0,Tier2
666,O2077,C1076,Tablet,Electronics,1.0,81000.0,2026-05-14,Credit Card,Karachi,Delivered,0.0,81000.0,1,Tier1
667,O2078,C1077,Phone,Electronics,1.0,50000.0,2026-05-15,Cash,Islamabad,Delivered,0.0,50000.0,0,Tier2
668,O2079,C1078,Laptop,Electronics,1.0,121500.0,2026-05-16,Card,Lahore,Delivered,0.0,121500.0,1,Tier2
669,O2080,C1079,Headphones,Electronics,2.0,3900.0,2026-05-17,Cash,Karachi,Returned,1.0,7800.0,0,Tier1
670,O2081,C1080,Shirt,Fashion,3.0,2150.0,2026-05-18,Card,Islamabad,Delivered,0.0,6450.0,0,Tier2
671,O2082,C1081,Shoes,Fashion,2.0,5700.0,2026-05-19,Cash,Lahore,Delivered,0.0,11400.0,0,Tier2
672,O2083,C1082,Watch,Fashion,1.0,15200.0,2026-05-20,Card,Karachi,Delivered,0.0,15200.0,0,Tier1
673,O2084,C1083,Tablet,Electronics,1.0,82000.0,2026-05-21,Credit Card,Lahore,Delivered,0.0,82000.0,1,Tier2
674,O2085,C1084,Phone,Electronics,1.0,50800.0,2026-05-22,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
675,O2086,C1085,Laptop,Electronics,1.0,119000.0,2026-05-23,Card,Islamabad,Delivered,0.0,119000.0,1,Tier2
676,O2087,C1086,Headphones,Electronics,2.0,3800.0,2026-05-24,Cash,Lahore,Returned,1.0,7600.0,0,Tier2
677,O2088,C1087,Shirt,Fashion,4.0,2100.0,2026-05-25,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
678,O2089,C1088,Shoes,Fashion,1.0,5900.0,2026-05-26,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
679,O2090,C1089,Watch,Fashion,2.0,15350.0,2026-05-27,Card,Islamabad,Delivered,0.0,30700.0,0,Tier2
680,O2091,C1090,Tablet,Electronics,1.0,80000.0,2026-05-28,Credit Card,Karachi,Delivered,0.0,80000.0,1,Tier1
681,O2092,C1091,Phone,Electronics,1.0,50500.0,2026-05-29,Cash,Lahore,Delivered,0.0,50500.0,1,Tier2
682,O2093,C1092,Laptop,Electronics,1.0,122500.0,2026-05-30,Card,Karachi,Delivered,0.0,122500.0,1,Tier1
683,O2094,C1093,Headphones,Electronics,2.0,3950.0,2026-05-31,Cash,Islamabad,Returned,1.0,7900.0,0,Tier2
684,O2095,C1094,Shirt,Fashion,3.0,2200.0,2026-06-01,Card,Lahore,Delivered,0.0,6600.0,0,Tier2
685,O2096,C1095,Shoes,Fashion,1.0,5800.0,2026-06-02,Cash,Karachi,Delivered,0.0,5800.0,0,Tier1
686,O2097,C1096,Watch,Fashion,2.0,15000.0,2026-06-03,Card,Lahore,Delivered,0.0,30000.0,0,Tier2
687,O2098,C1097,Tablet,Electronics,1.0,81500.0,2026-06-04,Credit Card,Karachi,Delivered,0.0,81500.0,1,Tier1
688,O2099,C1098,Phone,Electronics,1.0,51000.0,2026-06-05,Cash,Islamabad,Delivered,0.0,51000.0,1,Tier2
689,O2100,C1099,Laptop,Electronics,1.0,120000.0,2026-06-06,Card,Lahore,Delivered,0.0,120000.0,1,Tier2
690,O2101,C1100,Headphones,Electronics,2.0,3850.0,2026-06-07,Cash,Karachi,Returned,1.0,7700.0,0,Tier1
691,O2102,C1101,Shirt,Fashion,4.0,2100.0,2026-06-08,Card,Lahore,Delivered,0.0,8400.0,0,Tier2
692,O2103,C1102,Shoes,Fashion,1.0,5800.0,2026-06-09,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
693,O2104,C1103,Watch,Fashion,2.0,15200.0,2026-06-10,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
694,O2105,C1104,Tablet,Electronics,1.0,82000.0,2026-06-11,Credit Card,Lahore,Delivered,0.0,82000.0,1,Tier2
695,O2106,C1105,Phone,Electronics,1.0,50800.0,2026-06-12,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
696,O2107,C1106,Laptop,Electronics,1.0,121000.0,2026-06-13,Card,Lahore,Delivered,0.0,121000.0,1,Tier2
697,O2108,C1107,Headphones,Electronics,2.0,3900.0,2026-06-14,Cash,Karachi,Returned,1.0,7800.0,0,Tier1
698,O2109,C1108,Shirt,Fashion,3.0,2150.0,2026-06-15,Card,Islamabad,Delivered,0.0,6450.0,0,Tier2
699,O2110,C1109,Shoes,Fashion,1.0,5900.0,2026-06-16,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
700,O2111,C1110,Watch,Fashion,2.0,15300.0,2026-06-17,Card,Karachi,Delivered,0.0,30600.0,0,Tier1
701,O2112,C1111,Tablet,Electronics,1.0,80000.0,2026-06-18,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
702,O2113,C1112,Phone,Electronics,1.0,50000.0,2026-06-19,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
703,O2114,C1113,Laptop,Electronics,1.0,122000.0,2026-06-20,Card,Islamabad,Delivered,0.0,122000.0,1,Tier2
704,O2115,C1114,Headphones,Electronics,2.0,3750.0,2026-06-21,Cash,Lahore,Returned,1.0,7500.0,0,Tier2
705,O2116,C1115,Shirt,Fashion,4.0,2050.0,2026-06-22,Card,Karachi,Delivered,0.0,8200.0,0,Tier1
706,O2117,C1116,Shoes,Fashion,1.0,5800.0,2026-06-23,Cash,Lahore,Delivered,0.0,5800.0,0,Tier2
707,O2118,C1117,Watch,Fashion,2.0,15100.0,2026-06-24,Card,Karachi,Delivered,0.0,30200.0,0,Tier1
708,O2119,C1118,Tablet,Electronics,1.0,81000.0,2026-06-25,Credit Card,Islamabad,Delivered,0.0,81000.0,1,Tier2
709,O2120,C1119,Phone,Electronics,1.0,50500.0,2026-06-26,Cash,Lahore,Delivered,0.0,50500.0,1,Tier2
710,O2121,C1120,Laptop,Electronics,1.0,119500.0,2026-06-27,Card,Karachi,Delivered,0.0,119500.0,1,Tier1
